id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000001,2000001,"     1 Ceres",1,Ceres,,N,N,3.4,939.4,0.090,0.2,"JPL 47",2458600.5,58600,20190427.0000000,J2000,.0760090265983052,2.769165148633284,2.558683601195717,10.59406719506626,80.30553090445737,73.59769469844186,77.37209751948711,2.979646696070851,.2138852265918273,2458238.754129317955,20180430.2541293,1683.145702657688,4.60820178687936,1.59478,620.6405326,4.819E-12,1.0328E-11,1.9569E-11,4.6089E-9,6.1688E-8,6.6248E-8,7.8207E-9,1.1113E-11,1.1965E-12,3.7829E-8,9.4159E-9,MBA,.43301
a0000002,2000002,"     2 Pallas",2,Pallas,,N,N,4.2,545,0.101,18,"JPL 37",2459000.5,59000,20200531.0000000,J2000,.2299722588646258,2.773841434873298,2.135934854363191,34.83293159121413,173.0247412488342,310.2023924446679,144.9756754788195,3.411748015383405,.213344586343708,2458320.962365774508,20180721.4623658,1687.410991624711,4.61987951163507,1.23429,480.3486393,3.1934E-8,4.0337E-9,8.8322E-8,3.4694E-6,6.2724E-6,9.1282E-6,8.8591E-6,4.9613E-9,4.6536E-10,4.0787E-5,3.6807E-6,MBA,.35936
a0000003,2000003,"     3 Juno",3,Juno,,N,N,5.33,246.596,0.214,10.594,"JPL 112",2459000.5,59000,20200531.0000000,J2000,.2569364345017789,2.66828528813587,1.982705579968687,12.99104349619575,169.8514824901798,248.0661932666256,125.4353546073513,3.353864996303052,.2261286975791392,2458445.792190021781,20181123.2921900,1592.01376850459,4.35869614922543,1.03429,402.5146393,3.052E-8,3.4718E-9,8.1392E-8,3.2231E-6,1.6646E-5,1.7721E-5,8.1104E-6,4.3639E-9,4.4134E-10,3.5288E-5,3.1072E-6,MBA,.33848
a0000004,2000004,"     4 Vesta",4,Vesta,,N,N,3.0,525.4,0.4228,0.2,"JPL 35",2458600.5,58600,20190427.0000000,J2000,.08872145978916499,2.361417893971132,2.151909451245757,7.141771087953539,103.8108039679376,150.7285410950405,95.86193772405923,2.570926336696506,.2716094018601813,2458247.559575009090,20180509.0595750,1325.432763131374,3.62883713382991,1.13948,443.4514316,2.3321E-10,1.5143E-9,1.9286E-9,2.1706E-7,3.8808E-7,1.7893E-7,1.2068E-6,1.6486E-9,2.6125E-10,4.1037E-6,1.2749E-6,MBA,.3998
a0000005,2000005,"     5 Astraea",5,Astraea,,N,N,6.9,106.699,0.274,3.140,"JPL 114",2459000.5,59000,20200531.0000000,J2000,.1909133441041888,2.574037280352932,2.082619215311902,5.367427135741621,141.5710264957903,358.6484180421261,17.84634261488834,3.065455345393962,.2386612027776379,2458925.723109549499,20200317.2231095,1508.414420987454,4.12981360982191,1.09575,426.4330275,2.3737E-8,3.9709E-9,6.0924E-8,2.7408E-6,2.8949E-5,2.9842E-5,8.3038E-6,4.729E-9,5.5227E-10,3.4743E-5,3.4905E-6,MBA,.52191
a0000006,2000006,"     6 Hebe",6,Hebe,,N,N,5.8,185.18,0.2679,2.9,"JPL 89",2459000.5,59000,20200531.0000000,J2000,.2032188263290013,2.424532678799263,1.931821993417367,14.73965331578634,138.6434315232777,239.7362732125505,190.6864963203412,2.917243364181159,.261073030707869,2459649.029276350702,20220310.5292764,1378.924506387742,3.77528954520942,.973673,378.92432141,1.9786E-8,2.7482E-9,4.8119E-8,2.1918E-6,1.1221E-5,1.3006E-5,7.3922E-6,3.3067E-9,4.4388E-10,2.8754E-5,2.3445E-6,MBA,.41032
a0000007,2000007,"     7 Iris",7,Iris,,N,N,5.6,199.83,0.2766,10.0,110,2459000.5,59000,20200531.0000000,J2000,.2301450441723081,2.387375340730209,1.837932737481976,5.521598289470869,259.5639433694173,145.201544600335,247.4258114624762,2.936817943978441,.2671917339417878,2459421.823619846900,20210726.3236198,1347.347070543851,3.68883523762861,.850693,331.06419481,1.9919E-8,2.0075E-9,4.7488E-8,2.5825E-6,2.6412E-5,2.7075E-5,7.0147E-6,2.4695E-9,3.3701E-10,2.6627E-5,1.6994E-6,MBA,.38128
a0000008,2000008,"     8 Flora",8,Flora,,N,N,6.5,147.491,0.226,1.025,"JPL 118",2459000.5,59000,20200531.0000000,J2000,.1558327925788342,2.201414664735624,1.858362069905874,5.889080654551788,110.8765239101335,285.4589150695398,315.3180129948375,2.544467259565375,.301752787794208,2459148.574810946354,20201026.0748109,1193.0295744128,3.26633695937796,.87598,340.9051366,2.3644E-8,2.3084E-9,5.176E-8,3.2403E-6,2.432E-5,2.6646E-5,1.2092E-5,2.6681E-9,4.7462E-10,4.0187E-5,1.8765E-6,MBA,.54186
a0000009,2000009,"     9 Metis",9,Metis,,N,N,6.3,190,0.118,,"JPL 116",2459000.5,59000,20200531.0000000,J2000,.1233002380520597,2.386189445512451,2.091971718843454,5.576493847075963,68.9094592620561,6.33732451976998,23.91220404136906,2.680407172181449,.2673909432494424,2458911.072124280732,20200302.5721243,1346.343281582895,3.68608701323175,1.10711,430.8539987,1.8414E-8,3.0893E-9,4.4258E-8,2.0074E-6,2.417E-5,2.6008E-5,1.0366E-5,3.4702E-9,5.1927E-10,3.8707E-5,2.6146E-6,MBA,.44895
a0000010,2000010,"    10 Hygiea",10,Hygiea,,N,N,5.5,407.12,0.0717,6.8,"JPL 96",2459000.5,59000,20200531.0000000,J2000,.1121173200748112,3.142435383511873,2.79011394980426,3.831786065854603,283.1984443208443,312.4129316933437,222.850543374369,3.494756817219485,.1769312474587196,2459775.656783188508,20220715.1567832,2034.688644152542,5.57067390596179,1.7803,692.839351,1.6346E-8,6.9236E-9,5.0952E-8,2.1734E-6,2.8552E-5,3.0237E-5,1.1246E-5,7.6998E-9,5.8474E-10,6.4829E-5,6.7244E-6,MBA,.53434
a0000011,2000011,"    11 Parthenope",11,Parthenope,,N,N,6.5,142.887,0.191,1.008,"JPL 106",2459000.5,59000,20200531.0000000,J2000,.09982331519407241,2.452389779437578,2.207584101506059,4.631824772294455,125.5283793492349,195.3590505295931,21.70182201529093,2.697195457369097,.2566373296054931,2458915.937781211910,20200307.4377812,1402.757738141203,3.84054137752554,1.19498,465.0503666,3.0687E-8,2.4094E-9,7.5664E-8,3.4188E-6,2.4844E-5,2.7791E-5,1.2035E-5,2.6499E-9,3.782E-10,4.6873E-5,2.0672E-6,MBA,.46367
a0000012,2000012,"    12 Victoria",12,Victoria,,N,N,7.3,115.087,0.163,1.199,"JPL 119",2459000.5,59000,20200531.0000000,J2000,.2204390917077806,2.333777698761642,1.819321862598752,8.372748678532675,235.4010328621947,69.69422189733905,243.8347334591566,2.848233534924533,.2764488869412948,2459420.705224286223,20210725.2052243,1302.229876861279,3.56531109339159,.82468,320.9407156,2.4482E-8,2.3661E-9,5.7302E-8,2.5174E-6,1.9033E-5,1.9947E-5,7.3902E-6,2.8876E-9,4.2041E-10,2.71E-5,1.9804E-6,MBA,.54993
a0000013,2000013,"    13 Egeria",13,Egeria,,N,N,6.8,202.636,0.070,7.870,"JPL 91",2459000.5,59000,20200531.0000000,J2000,.08528311134387449,2.576063889099231,2.356369145616247,16.53553175374091,43.2210228007982,80.41454240386794,283.0025921738223,2.795758632582215,.2383796233436503,2459323.503311886174,20210419.0033119,1510.196194416419,4.1346918396069,1.4357,558.731369,3.2661E-8,3.4708E-9,8.3919E-8,3.7826E-6,1.2765E-5,2.5806E-5,2.2196E-5,3.7668E-9,4.8176E-10,9.3199E-5,3.0521E-6,MBA,.56183
a0000014,2000014,"    14 Irene",14,Irene,,N,N,6.5,152,0.159,,"JPL 84",2459000.5,59000,20200531.0000000,J2000,.1662498747817713,2.586377164185463,2.156392284501197,9.121448014032827,86.12399137332824,97.80167129268644,259.7957126343698,3.016362043869729,.2369552242545301,2459423.382794337523,20210727.8827943,1519.274374019705,4.15954654077948,1.18081,459.5358277,3.0094E-8,3.2832E-9,7.8345E-8,3.5037E-6,2.0414E-5,2.2974E-5,1.1028E-5,3.829E-9,4.5119E-10,4.6693E-5,2.8929E-6,MBA,.53686
a0000015,2000015,"    15 Eunomia",15,Eunomia,,N,N,5.2,231.689,0.248,2.234,"JPL 78",2459000.5,59000,20200531.0000000,J2000,.1861776982771985,2.643689741584911,2.151493670537591,11.75361934846887,292.934798071213,98.59525005840975,15.02560934735165,3.135885812632232,.2292917057660575,2458934.969459777660,20200326.4694598,1570.052430798793,4.29856928350114,1.1949,465.019233,2.5613E-8,3.2641E-9,6.7519E-8,2.434E-6,1.3525E-5,1.5004E-5,7.2088E-6,3.8718E-9,4.2465E-10,3.1379E-5,2.9078E-6,MBA,.56426
a0000016,2000016,"    16 Psyche",16,Psyche,,N,N,5.90,226,0.1203,23,89,2459000.5,59000,20200531.0000000,J2000,.1335311979444634,2.922775577634446,2.532493853430097,3.096560393344245,150.0407117705516,229.0267875922762,7.048517615365932,3.313057301838795,.197247210122191,2458964.765564967943,20200425.2655650,1825.120871301483,4.99690861410399,1.53586,597.7106362,2.9401E-8,6.8891E-9,8.5243E-8,3.7443E-6,6.5178E-5,6.6846E-5,1.6099E-5,7.809E-9,6.9738E-10,8.1578E-5,6.4528E-6,MBA,.36732
a0000017,2000017,"    17 Thetis",17,Thetis,,N,N,7.7,84.899,0.193,2.027,"JPL 110",2459000.5,59000,20200531.0000000,J2000,.1333227278630248,2.470964690803056,2.141528937771978,5.592662174004687,125.5396698229093,135.974148097624,45.07427258333239,2.800400443834135,.2537489562861365,2458822.866668052400,20191205.3666681,1418.725047263055,3.88425748737318,1.13008,439.7932336,2.678E-8,3.1277E-9,6.6099E-8,2.9001E-6,2.613E-5,2.7587E-5,9.7293E-6,3.5447E-9,4.8179E-10,3.8206E-5,2.6937E-6,MBA,.54502
a0000018,2000018,"    18 Melpomene",18,Melpomene,,N,N,6.6,139.594,0.181,2.452,"JPL 108",2459000.5,59000,20200531.0000000,J2000,.2175053316026563,2.295708700601071,1.796379818413732,10.13158956795152,150.3651823248487,228.0776863471598,20.46210219604495,2.79503758278841,.2833537102104169,2458928.286009292591,20200319.7860093,1270.496863205588,3.47843083697628,.813814,316.71199438,2.9389E-8,2.295E-9,6.7281E-8,3.5689E-6,1.9153E-5,2.083E-5,9.5212E-6,2.7942E-9,4.249E-10,3.3548E-5,1.9051E-6,MBA,.42644
a0000019,2000019,"    19 Fortuna",19,Fortuna,,N,N,7.3,200,0.037,,"JPL 130",2459000.5,59000,20200531.0000000,J2000,.1569747195890741,2.44285707405104,2.059390269855693,1.572665328857384,211.0689729068897,182.2627446891953,300.3462315760647,2.826323878246388,.2581409991467521,2459231.589864148323,20210117.0898641,1394.586683982506,3.81817025046545,1.06556,414.6839852,2.3374E-8,3.2847E-9,5.7242E-8,2.6088E-6,.00010365,.00010407,1.088E-5,3.8003E-9,5.2065E-10,4.2389E-5,2.8128E-6,MBA,.49527
a0000020,2000020,"    20 Massalia",20,Massalia,,N,N,6.50,135.680,0.241,3.674,"JPL 106",2459000.5,59000,20200531.0000000,J2000,.1424937831610733,2.409358167128699,2.066039606904501,.7085669137723408,206.01321791,257.3509375498502,222.4603218889949,2.752676727352897,.2635433278105402,2459522.386398163271,20211103.8863982,1365.999295033574,3.73990224512957,1.08305,421.4905685,2.1719E-8,3.6765E-9,5.2489E-8,2.372E-6,.00018852,.0001887,8.7216E-6,4.2003E-9,6.0321E-10,3.3447E-5,3.1266E-6,MBA,.55935
a0000021,2000021,"    21 Lutetia",21,Lutetia,,N,N,7.5,95.76,0.2212,4.1,"JPL 107",2459000.5,59000,20200531.0000000,J2000,.1633898050346106,2.435272005932725,2.037373387677132,3.063966749235757,80.86663293386316,249.9973065742705,87.97582348400029,2.833170624188318,.2593479737135496,2458661.280756354897,20190626.7807564,1388.096443728613,3.80040094107765,1.02901,400.4598217,2.9234E-8,3.7627E-9,7.1459E-8,3.6674E-6,6.2945E-5,6.4149E-5,1.4295E-5,4.3775E-9,6.0108E-10,5.4712E-5,3.2171E-6,MBA,.38524
a0000022,2000022,"    22 Kalliope",22,Kalliope,,N,N,6.5,167.536,0.166,3.053,"JPL 99",2459000.5,59000,20200531.0000000,J2000,.09804976640836637,2.91034752841923,2.624988633090558,13.70173621801037,66.00464550008188,357.2564762137241,274.6358418710259,3.195706423747902,.198512014342814,2459430.520109420466,20210804.0201094,1813.492252304233,4.96507119042911,1.63844,637.6316948,3.5178E-8,6.7929E-9,1.0043E-7,3.7694E-6,1.1838E-5,1.8896E-5,1.6423E-5,7.459E-9,6.9501E-10,8.3352E-5,6.3492E-6,MBA,.43346
a0000023,2000023,"    23 Thalia",23,Thalia,,N,N,6.95,107.53,0.2536,2.2,"JPL 93",2459000.5,59000,20200531.0000000,J2000,.2347517199393907,2.625114956927332,2.008864705750021,10.11400288305032,66.84479318342105,60.63247963389298,68.51282904696252,3.241365208104642,.2317296385622115,2458704.841535799836,20190809.3415358,1553.534551012352,4.25334579332608,1.04616,407.1340872,2.9631E-8,4.3669E-9,7.8836E-8,3.574E-6,1.8832E-5,2.0215E-5,7.8649E-6,5.392E-9,5.7822E-10,3.3684E-5,3.8765E-6,MBA,.53314
a0000024,2000024,"    24 Themis",24,Themis,,N,N,7.3,198,0.067,,"JPL 115",2459000.5,59000,20200531.0000000,J2000,.1244218945633696,3.135384856833177,2.745274332760694,.7516513834945131,35.9203917228736,106.9819100977671,66.20951499113049,3.525495380905661,.177528379659489,2458627.548277474708,20190524.0482775,2027.844791297613,5.5519364580359,1.75798,684.1530766,2.7799E-8,6.7461E-9,8.7456E-8,3.0433E-6,.00023361,.00023393,1.3106E-5,7.5855E-9,5.7296E-10,7.3278E-5,6.5447E-6,MBA,.51161
a0000025,2000025,"    25 Phocaea",25,Phocaea,,N,N,7.8,61.054,0.350,2.463,"JPL 99",2459000.5,59000,20200531.0000000,J2000,.2548956136989188,2.399561512809118,1.787923808393332,21.60666639362065,214.1202777703414,90.30961999324029,278.8823407436286,3.011199217224904,.2651589206737902,2459306.420913579844,20210401.9209136,1357.676366630287,3.71711530904938,.923068,359.23037356,2.8368E-8,3.1911E-9,6.7648E-8,3.1389E-6,8.1626E-6,1.0512E-5,6.9196E-6,4.0045E-9,5.2894E-10,2.647E-5,2.7083E-6,MBA,.44025
a0000026,2000026,"    26 Proserpina",26,Proserpina,,N,N,7.5,94.80,0.1966,1.7,"JPL 120",2459000.5,59000,20200531.0000000,J2000,.08982831892622338,2.655210373198478,2.416697288978589,3.562758698030485,45.77913563308674,193.5713964746055,196.739673896318,2.893723457418368,.2278010228543473,2459717.179512927685,20220517.6795129,1580.326530097184,4.32669823435232,1.40459,546.6242903,3.3396E-8,7.0614E-9,8.8044E-8,3.4411E-6,7.0753E-5,7.5209E-5,2.7256E-5,7.6957E-9,9.0874E-10,.00012054,6.3042E-6,MBA,.5143
a0000027,2000027,"    27 Euterpe",27,Euterpe,,N,N,7.0,96,0.215,,"JPL 110",2459000.5,59000,20200531.0000000,J2000,.1731309869338593,2.346231774167983,1.9400263515307,1.583696215187637,94.78724434412534,356.3779278692883,85.06235349801202,2.752437196805265,.2742506754805817,2458690.337214260445,20190725.8372143,1312.66768757873,3.5938882616803,.956641,372.29597797,2.8645E-8,2.7672E-9,6.6989E-8,2.9509E-6,9.8351E-5,9.8682E-5,9.4194E-6,3.2463E-9,4.8519E-10,3.4134E-5,2.3223E-6,MBA,.54191
a0000028,2000028,"    28 Bellona",28,Bellona,,N,N,7.2,120.90,0.1763,3.4,"JPL 105",2459000.5,59000,20200531.0000000,J2000,.1517821229033329,2.776153051370166,2.354782647728637,9.429957208325131,144.2869370056443,344.009515270909,358.7646028757866,3.197523455011695,.2130781736964681,2459006.297858611146,20200605.7978586,1689.520769559549,4.62565576881464,1.37105,533.5715285,3.0273E-8,5.1133E-9,8.4691E-8,3.5674E-6,1.5945E-5,1.8443E-5,1.0319E-5,5.8894E-9,5.887E-10,4.8434E-5,4.6678E-6,MBA,.54576
a0000029,2000029,"    29 Amphitrite",29,Amphitrite,,N,N,5.9,189.559,0.216,1.129,"JPL 145",2459000.5,59000,20200531.0000000,J2000,.07295911931325547,2.554818381201998,2.368421082104184,6.081867522801556,356.3358682389521,63.27357026617477,20.89746562782742,2.741215680299813,.2413592933869597,2458913.917605203527,20200305.4176052,1491.552261974969,4.08364753449684,1.38747,539.9616999,2.8991E-8,3.9475E-9,7.418E-8,2.9352E-6,3.0149E-5,3.8054E-5,2.2929E-5,4.2355E-9,5.594E-10,9.4968E-5,3.457E-6,MBA,.55778
a0000030,2000030,"    30 Urania",30,Urania,,N,N,7.5,92.787,0.192,2.040,"JPL 110",2459000.5,59000,20200531.0000000,J2000,.1277283574746817,2.365084760499888,2.062996368752836,2.0960220814384,307.4686450217896,87.31846224913431,137.5647324108804,2.66717315224694,.2709779851949401,2458492.839821214933,20190109.3398212,1328.521207141672,3.63729283269452,1.07075,416.7037775,2.6939E-8,3.0886E-9,6.333E-8,3.0397E-6,8.0542E-5,8.158E-5,1.3118E-5,3.4831E-9,5.308E-10,4.811E-5,2.6024E-6,MBA,.48702
a0000031,2000031,"    31 Euphrosyne",31,Euphrosyne,,N,N,6.8,267.080,0.053,2.611,"JPL 99",2459000.5,59000,20200531.0000000,J2000,.2199420911609191,3.158100280541639,2.463501100743426,26.28000541849949,31.09092834871124,61.62383236766622,157.3707674251301,3.852699460339852,.175616452300445,2458104.395077233995,20171216.8950772,2049.921834112166,5.61238010708327,1.57532,613.0672844,3.0311E-8,5.905E-9,9.554E-8,4.1637E-6,7.5956E-6,1.2412E-5,9.6951E-6,7.2037E-9,4.9255E-10,5.3559E-5,5.7494E-6,MBA,.51228
a0000032,2000032,"    32 Pomona",32,Pomona,,N,N,7.6,80.76,0.2564,1.6,"JPL 106",2459000.5,59000,20200531.0000000,J2000,.0816344344410892,2.587221171609826,2.376014834491446,5.521633340250563,220.3867204962824,339.0706086052863,127.0513088214024,2.798427508728206,.236839283843601,2458464.054750041797,20181211.5547500,1520.018107459442,4.16158277196288,1.37386,534.6650962,4.4284E-8,8.1637E-9,1.1541E-7,4.8503E-6,4.9944E-5,5.821E-5,3.1038E-5,8.8301E-9,1.121E-9,.00013053,7.1944E-6,MBA,.56598
a0000033,2000033,"    33 Polyhymnia",33,Polyhymnia,,N,N,8.5,52.929,0.240,2.304,"JPL 40",2459000.5,59000,20200531.0000000,J2000,.331468949200916,2.874059607112254,1.921398089201958,1.852707895497625,8.459411056389552,338.4144876513691,62.91487089435579,3.826721125022551,.2022834804259209,2458689.476723349408,20190724.9767233,1779.680670126877,4.87250012355066,.914781,356.00532177,3.9586E-8,6.2143E-9,1.1259E-7,4.489E-6,.00012338,.00012348,6.272E-6,8.2742E-9,6.5607E-10,3.0716E-5,5.7721E-6,MBA,.49143
a0000034,2000034,"    34 Circe",34,Circe,,N,N,8.6,132.992,0.052,1.033,"JPL 79",2459000.5,59000,20200531.0000000,J2000,.1064452504693988,2.68600250725117,2.400090297605386,5.497332187394105,184.343968019157,330.4944516833187,216.4433932858689,2.971914716896954,.2238950300256291,2459641.678174869260,20220303.1781749,1607.896343026422,4.40218026838172,1.41137,549.2628629,2.2914E-8,5.0978E-9,6.128E-8,2.469E-6,3.4665E-5,3.8021E-5,1.5984E-5,5.6404E-9,6.374E-10,7.1841E-5,4.5774E-6,MBA,.48023
a0000035,2000035,"    35 Leukothea",35,Leukothea,,N,N,8.6,103.055,0.066,1.201,"JPL 53",2459000.5,59000,20200531.0000000,J2000,.2253082035465738,2.994191154503836,2.319575324407535,7.932409876564042,353.7187615364214,213.4265346321066,291.3024207764495,3.668806984600137,.1902325324124615,2459361.624242800914,20210527.1242428,1892.42079382852,5.18116575996857,1.32064,513.9534688,3.0588E-8,6.4185E-9,9.2044E-8,3.6584E-6,2.5028E-5,2.6202E-5,9.103E-6,7.8646E-9,6.1169E-10,4.8443E-5,6.085E-6,MBA,.45028
a0000036,2000036,"    36 Atalante",36,Atalante,,N,N,8.5,132.842,0.036,0.532,"JPL 91",2459000.5,59000,20200531.0000000,J2000,.3051012213587488,2.747268314571767,1.90907339639573,18.3690218339117,358.2052821795358,47.81236788118992,26.32019653177608,3.585463232747804,.2164474421721038,2458878.899133444838,20200130.3991334,1663.221317781863,4.55365179406396,.959687,373.48138979,4.7181E-8,7.2001E-9,1.311E-7,5.9948E-6,1.2558E-5,1.5029E-5,8.1795E-6,9.3969E-9,8.5091E-10,3.7499E-5,6.5385E-6,MBA,.43355
a0000037,2000037,"    37 Fides",37,Fides,,N,N,7.3,108.35,0.1826,1.9,"JPL 124",2459000.5,59000,20200531.0000000,J2000,.1756452944106328,2.642047372116798,2.177984183594504,3.070926789941801,7.25807003419852,62.77227177471509,73.39732561331088,3.106110560639091,.2295055400550329,2458680.693665060499,20190716.1936651,1568.589585740179,4.29456423200597,1.19434,464.8012978,3.0993E-8,4.068E-9,8.242E-8,3.7962E-6,6.8478E-5,6.9441E-5,1.1744E-5,4.7825E-9,5.3006E-10,5.0993E-5,3.6227E-6,MBA,.52676
a0000038,2000038,"    38 Leda",38,Leda,,N,N,8.5,92.255,0.055,0.490,"JPL 107",2459000.5,59000,20200531.0000000,J2000,.1547417167106066,2.738640132483676,2.314858256930589,6.971279058920977,295.7222359714419,169.2407835262666,91.97851652494784,3.162422008036764,.2174711353330651,2458577.554139235171,20190404.0541392,1655.392102720422,4.53221657144537,1.3321,518.413357,3.6628E-8,6.0559E-9,1.0021E-7,3.9765E-6,3.1529E-5,3.3698E-5,1.2326E-5,6.993E-9,7.2134E-10,5.632E-5,5.4908E-6,MBA,.43828
a0000039,2000039,"    39 Laetitia",39,Laetitia,,N,N,6.1,179.484,0.269,1.685,"JPL 106",2459000.5,59000,20200531.0000000,J2000,.1114568265397698,2.768872117320196,2.460262418029234,10.37001346754623,156.9480424128021,209.3062765530162,26.96825619388779,3.077481816611158,.2139191808831494,2458874.432500664263,20200125.9325007,1682.878545597299,4.60747035071129,1.46278,569.2700926,3.2551E-8,4.3878E-9,8.961E-8,3.5378E-6,1.9397E-5,2.5052E-5,1.6868E-5,4.8768E-9,5.0849E-10,7.8783E-5,4.0002E-6,MBA,.41993
a0000040,2000040,"    40 Harmonia",40,Harmonia,,N,N,7.00,111.251,0.220,0.391,"JPL 117",2459000.5,59000,20200531.0000000,J2000,.04719165658682715,2.266890393271167,2.159912080311937,4.257392586253846,94.18886405736764,269.4974293504915,223.2722073221945,2.373868706230398,.2887741345084275,2459473.976590659872,20210916.4765907,1246.649048443408,3.41313907855827,1.16168,452.0910056,2.8246E-8,2.5285E-9,6.416E-8,3.0347E-6,4.1993E-5,5.3541E-5,3.3845E-5,2.6479E-9,4.8316E-10,.00011738,2.0858E-6,MBA,.42757
a0000041,2000041,"    41 Daphne",41,Daphne,,N,N,7.4,205.495,0.059,1.881,"JPL 129",2459000.5,59000,20200531.0000000,J2000,.2750322919866088,2.761286296786011,2.001843397749739,15.78819191361981,178.0724824825664,45.93172820643589,220.2537875408055,3.520729195822283,.2148013059179865,2459651.083625932661,20220312.5836259,1675.967464264169,4.58854884124345,1.02782,399.9967094,1.9515E-8,5.6756E-9,5.4456E-8,2.0119E-6,8.881E-6,1.0164E-5,7.1537E-6,7.2365E-9,6.6226E-10,3.5098E-5,5.1672E-6,MBA,.44541
a0000042,2000042,"    42 Isis",42,Isis,,N,N,7.5,110.997,0.139,1.378,"JPL 103",2459000.5,59000,20200531.0000000,J2000,.2230467792941289,2.442059509223936,1.897366000846936,8.51436492555432,84.1977573400693,237.2569036495076,306.8146321670001,2.986753017600936,.258267470874727,2459206.431345720257,20201222.9313457,1393.903764886513,3.81630051988094,.900072,350.28102024,2.9693E-8,3.2417E-9,7.2587E-8,3.369E-6,2.1691E-5,2.2961E-5,9.4996E-6,3.9647E-9,5.1425E-10,3.7034E-5,2.7755E-6,MBA,.54581
a0000043,2000043,"    43 Ariadne",43,Ariadne,,N,N,7.9,71.340,0.234,1.254,"JPL 114",2459000.5,59000,20200531.0000000,J2000,.1684345774672351,2.203158413123067,1.832070356715298,3.471363184555502,264.809308210549,16.34933291579952,258.3900062946202,2.574246469530835,.3013946132717094,2459337.632746343339,20210503.1327463,1194.447359533455,3.27021864348653,.815921,317.53197557,3.4509E-8,3.3132E-9,7.6144E-8,3.994E-6,6.413E-5,6.5247E-5,1.3435E-5,3.8713E-9,6.7987E-10,4.4896E-5,2.6944E-6,MBA,.53063
a0000044,2000044,"    44 Nysa",44,Nysa,,N,N,6.9,70.64,0.482,4.0,"JPL 117",2459000.5,59000,20200531.0000000,J2000,.1479927796040216,2.424859145417949,2.065997500339314,3.710079488950215,131.4947490376897,343.8645058616266,186.5544323601576,2.783720790496584,.2610203088244703,2459664.990699673795,20220326.4906997,1379.20302684988,3.77605209267592,1.08264,421.3310088,3.32E-8,3.8239E-9,8.0212E-8,3.6739E-6,5.2044E-5,5.3257E-5,1.2028E-5,4.3898E-9,6.1743E-10,4.6519E-5,3.2624E-6,MBA,.56302
a0000045,2000045,"    45 Eugenia",45,Eugenia,,N,N,7.5,202.327,0.045,2.168,"JPL 107",2459000.5,59000,20200531.0000000,J2000,.0841645231749721,2.71926979502232,2.490403749340162,6.605580976482863,147.6001805432275,87.79616669205312,126.6509968182851,2.948135840704477,.2197989563021123,2458424.287087304436,20181101.7870873,1637.860370479568,4.48421730452996,1.49003,579.8749751,3.21E-8,5.7061E-9,8.8326E-8,3.3898E-6,3.1194E-5,3.7393E-5,2.0616E-5,6.1863E-9,6.9183E-10,9.357E-5,5.1553E-6,MBA,.4876
a0000046,2000046,"    46 Hestia",46,Hestia,,N,N,8.5,131.471,0.046,0.737,"JPL 157",2459000.5,59000,20200531.0000000,J2000,.1723017513087348,2.525194782216176,2.090099298844649,2.350036609083438,181.0771721316141,177.3830309855,168.1565817319323,2.960290265587702,.2456188812952332,2458315.875996970654,20180716.3759970,1465.685366294299,4.01282783379685,1.08634,422.7709378,2.889E-8,3.8516E-9,7.2552E-8,3.0059E-6,8.1015E-5,8.1676E-5,1.189E-5,4.5152E-9,5.6195E-10,4.7856E-5,3.3533E-6,MBA,.49585
a0000047,2000047,"    47 Aglaja",47,Aglaja,,N,N,8.1,168.174,0.082,1.222,"JPL 115",2459000.5,59000,20200531.0000000,J2000,.1299470039209818,2.88227372961866,2.507730893974561,4.974553597262707,3.066450850638429,314.8373120995471,132.7057220261267,3.256816565262759,.2014193725772338,2458341.647178009201,20180811.1471780,1787.315665785617,4.89340360242469,1.49781,582.9027177,2.9953E-8,7.0616E-9,8.667E-8,3.835E-6,3.9768E-5,4.2804E-5,1.6526E-5,7.9792E-9,7.4022E-10,8.1432E-5,6.5684E-6,MBA,.4514
a0000048,2000048,"    48 Doris",48,Doris,,N,N,7.1,216.473,0.065,4.757,"JPL 171",2459000.5,59000,20200531.0000000,J2000,.0722635740642559,3.109514976857461,2.884810311023409,6.547932948441979,183.5526367646863,252.8414897414222,141.5085436243186,3.334219642691513,.1797484253499779,2458213.241122216813,20180404.7411222,2002.799186135091,5.48336532822749,1.90855,742.7504035,2.808E-8,7.2863E-9,8.6753E-8,3.0468E-6,2.8409E-5,3.6585E-5,2.3204E-5,7.8128E-9,6.3178E-10,.00012887,7.0395E-6,MBA,.51614
