id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000137,2000137,"   137 Meliboea",137,Meliboea,,N,N,8.1,128.678,0.065,0.533,"JPL 103",2459000.5,59000,20200531.0000000,J2000,.2118960185910084,3.124649918855002,2.462549041558909,13.42813809074552,202.2139386001468,107.3649838981451,110.5290689564156,3.786750796151094,.178444030418356,2458381.095312169962,20180919.5953122,2017.439301028968,5.5234477783134,1.48996,579.8477332,3.2607E-8,9.0823E-9,1.0392E-7,3.5171E-6,1.1777E-5,1.4184E-5,8.7019E-6,1.1007E-8,7.7802E-10,4.7368E-5,8.7961E-6,MBA,.43883
a0000138,2000138,"   138 Tolosa",138,Tolosa,,N,N,8.8,52.905,0.273,1.048,"JPL 71",2459000.5,59000,20200531.0000000,J2000,.1628618023841548,2.449489621702886,2.050561326991073,3.202500525054881,54.74619955785457,260.5141174333305,348.6774261685751,2.8484179164147,.2570932464175077,2459044.540728370739,20200714.0407284,1400.270154959172,3.83373074595256,1.03983,404.6706411,3.5723E-8,7.966E-9,8.9057E-8,3.9804E-6,7.1394E-5,7.2621E-5,1.597E-5,9.2633E-9,1.2541E-9,6.2216E-5,6.8307E-6,MBA,.48797
a0000139,2000139,"   139 Juewa",139,Juewa,,N,N,8.0,151.116,0.052,1.596,"JPL 103",2459000.5,59000,20200531.0000000,J2000,.1745539743530391,2.781680953839,2.29612748796425,10.90937388436436,1.817387606948736,165.608267067005,357.6701104329084,3.26723441971375,.2124433291524343,2459011.467110976781,20200610.9671110,1694.56956561667,4.6394786190737,1.30401,507.4815717,3.0289E-8,6.481E-9,8.5056E-8,3.8096E-6,1.7072E-5,1.9857E-5,1.0573E-5,7.6123E-9,7.4245E-10,4.9782E-5,5.9222E-6,MBA,.49067
a0000140,2000140,"   140 Siwa",140,Siwa,,N,N,8.4,109.79,0.0676,3.0,"JPL 149",2459000.5,59000,20200531.0000000,J2000,.2141401023222122,2.734694957906207,2.149087099800134,3.185538931215115,107.1777401156961,196.8152900139367,145.7487007568493,3.32030281601228,.2179419031693016,2458331.749756759127,20180801.2497568,1651.816354564661,4.52242670654253,1.13408,441.3499136,3.4562E-8,7.7612E-9,9.3391E-8,3.6802E-6,5.9915E-5,6.0407E-5,9.1029E-6,9.4232E-9,9.278E-10,4.1041E-5,7.0319E-6,MBA,.48048
a0000141,2000141,"   141 Lumen",141,Lumen,,N,N,8.5,117.916,0.067,1.361,"JPL 69",2459000.5,59000,20200531.0000000,J2000,.2145974786928314,2.665284400073054,2.09332108781804,11.89758004452138,318.4853889846577,57.83802119011938,249.9976522025246,3.237247712328067,.2265107081526369,2459486.138620331137,20210928.6386203,1589.328835427108,4.35134520308585,1.11988,435.8236996,4.0604E-8,7.1333E-9,1.0703E-7,4.9378E-6,2.1502E-5,2.4565E-5,1.3251E-5,8.6641E-9,9.0935E-10,5.9642E-5,6.3805E-6,MBA,.39264
a0000142,2000142,"   142 Polana",142,Polana,,N,N,10.3,54.812,0.047,0.277,"JPL 39",2459000.5,59000,20200531.0000000,J2000,.1350745324761013,2.417934193486295,2.091332862743154,2.239535888249069,291.2203729215961,291.8328957477927,147.9924875005799,2.744535524229435,.2621424526893095,2458435.950130330549,20181113.4501303,1373.299121553085,3.75988808091194,1.08377,421.7707709,2.988E-8,6.365E-9,7.1703E-8,3.8623E-6,9.0483E-5,9.1905E-5,1.714E-5,7.2248E-9,1.0351E-9,6.494E-5,5.4226E-6,MBA,.44586
a0000143,2000143,"   143 Adria",143,Adria,,N,N,9.1,95.377,0.044,0.698,"JPL 47",2459000.5,59000,20200531.0000000,J2000,.07415143249555943,2.760501856279512,2.555806689229735,11.44438025968624,332.980555477103,252.34115768,167.1293037092527,2.965197023329289,.214892871233185,2458222.766877676473,20180414.2668777,1675.253338717579,4.5865936720536,1.57661,613.5693137,3.2267E-8,8.8817E-9,8.731E-8,3.7311E-6,1.6915E-5,3.0936E-5,2.7248E-5,9.5403E-9,1.0371E-9,.00012605,8.085E-6,MBA,.42035
a0000144,2000144,"   144 Vibilia",144,Vibilia,,N,N,8.1,142.38,0.0597,2.6,"JPL 99",2459000.5,59000,20200531.0000000,J2000,.2347457946660443,2.655401408518039,2.032057094718139,4.814051372390034,76.1948702614168,294.6089632059516,98.46567413906038,3.278745722317939,.2277764405491903,2458568.209136635684,20190325.7091366,1580.497083596558,4.32716518438483,1.03786,403.9039762,3.7381E-8,8.6259E-9,9.8108E-8,4.2233E-6,5.1571E-5,5.2388E-5,1.15E-5,1.0651E-8,1.1099E-9,4.9379E-5,7.7012E-6,MBA,.46688
a0000145,2000145,"   145 Adeona",145,Adeona,,N,N,8.2,127.783,0.061,0.355,"JPL 94",2459000.5,59000,20200531.0000000,J2000,.1452488609675597,2.674244979180415,2.285813942006244,12.62307123484992,77.38080180572533,44.90978627999115,188.2737405103929,3.062676016354585,.225373209913685,2459762.463942188940,20220701.9639422,1597.350457660319,4.37330720783113,1.31997,513.6927249,4.1977E-8,8.5665E-9,1.1123E-7,4.6242E-6,1.7909E-5,2.2342E-5,1.3478E-5,9.8108E-9,1.0829E-9,6.0732E-5,7.6753E-6,MBA,.44483
a0000146,2000146,"   146 Lucina",146,Lucina,,N,N,8.4,160.310,0.036,1.210,"JPL 94",2459000.5,59000,20200531.0000000,J2000,.06704083343594652,2.717325177931562,2.535153433286548,13.10117742247584,83.94542100326747,145.7333885429514,147.2778512022907,2.899496922576575,.2200349427446853,2458331.161533276637,20180731.6615333,1636.103772925382,4.47940800253356,1.53209,596.2434653,2.6939E-8,7.2703E-9,7.3691E-8,2.8272E-6,1.5532E-5,3.2916E-5,2.8559E-5,7.7577E-9,8.8306E-10,.00013017,6.5661E-6,MBA,.45939
a0000147,2000147,"   147 Protogeneia",147,Protogeneia,,N,N,8.7,132.93,0.0492,5.1,"JPL 53",2459000.5,59000,20200531.0000000,J2000,.02368395449808412,3.135853562066919,3.061584148990271,1.933261956543009,248.2655751915054,100.5354350832358,341.2732776853694,3.210122975143566,.1774885793133926,2459106.009449605570,20200913.5094496,2028.299518721968,5.5531814338726,2.05484,799.6820828,3.2054E-8,1.248E-8,9.9112E-8,3.7808E-6,.00010605,.00013285,8.0926E-5,1.2775E-8,1.0595E-9,.00045609,1.2108E-5,MBA,.44913
a0000148,2000148,"   148 Gallia",148,Gallia,,N,N,7.6,97.75,0.1640,3.7,"JPL 47",2459000.5,59000,20200531.0000000,J2000,.1872253896508888,2.771526319880607,2.252626224713266,25.29192458306158,145.0008448804841,252.719566382921,89.5491101446049,3.290426415047947,.2136119590784295,2458581.286063987522,20190407.7860640,1685.298901583609,4.61409692425355,1.37367,534.5911539,2.9675E-8,6.3486E-9,8.1124E-8,4.6659E-6,7.1599E-6,1.4423E-5,1.3718E-5,7.5372E-9,7.3397E-10,6.3731E-5,5.7907E-6,MBA,.45591
a0000149,2000149,"   149 Medusa",149,Medusa,,N,N,10.5,23.719,0.152,0.267,"JPL 40",2459000.5,59000,20200531.0000000,J2000,.06492264944760581,2.174483563368419,2.03331032925427,.9395014476798818,159.6023742831102,251.2995898893353,350.2194268873899,2.315656797482567,.3073759471865281,2459032.319578604421,20200701.8195786,1171.204198946437,3.20658233797792,1.04375,406.1961875,3.1043E-8,5.1042E-9,6.8447E-8,4.4352E-6,.00019746,.00020058,3.582E-5,5.4356E-9,1.0823E-9,.00011656,4.1238E-6,MBA,.43991
a0000150,2000150,"   150 Nuwa",150,Nuwa,,N,N,8.5,119.128,0.052,1.869,"JPL 84",2459000.5,59000,20200531.0000000,J2000,.1233516061379896,2.983795936891319,2.615739915687767,2.201099959675467,206.1447300625502,153.4893639718241,43.74865048523563,3.35185195809487,.1912275216661865,2458771.721997210188,20191015.2219972,1882.574207223313,5.15420727508094,1.61255,627.5560835,3.1086E-8,9.4359E-9,9.3535E-8,3.7914E-6,8.8844E-5,9.0195E-5,1.6278E-5,1.06E-8,9.071E-10,8.4778E-5,8.9301E-6,MBA,.47724
a0000151,2000151,"   151 Abundantia",151,Abundantia,,N,N,9.2,39.037,0.233,0.512,"JPL 38",2459000.5,59000,20200531.0000000,J2000,.03381901225272661,2.593787482750541,2.506068152090431,6.430000341643636,38.82873311912313,133.2894424078217,110.1493295651222,2.68150681341065,.2359404963871125,2458533.647843410493,20190219.1478434,1525.80843692615,4.17743583005106,1.51323,588.9037191,4.0434E-8,7.8425E-9,1.0491E-7,4.6069E-6,3.6442E-5,7.4598E-5,6.4289E-5,8.1077E-9,1.0701E-9,.00027252,6.9201E-6,MBA,.44621
a0000152,2000152,"   152 Atala",152,Atala,,N,N,8.3,58.964,0.257,0.510,"JPL 40",2459000.5,59000,20200531.0000000,J2000,.08097620614808131,3.137731361235214,2.883649779690531,12.12400984323915,39.8997363939886,59.20472410357304,301.1638175258587,3.391812942779896,.1773292740708746,2459332.290578754785,20210427.7905788,2030.121658627644,5.55817018104762,1.9223,748.101491,3.8877E-8,1.6328E-8,1.2661E-7,5.3653E-6,2.0371E-5,3.8806E-5,3.3738E-5,1.765E-8,1.3842E-9,.00019107,1.5846E-5,MBA,.4112
a0000153,2000153,"   153 Hilda",153,Hilda,,N,N,7.6,170.63,0.0618,3.3,"JPL 41",2459000.5,59000,20200531.0000000,J2000,.1402833765469989,3.979001314315939,3.420813574658752,7.82473284593624,228.1318919614637,39.05005486246291,224.9811884425856,4.537189053973125,.1241775108142624,2460087.804864399865,20230523.3048644,2899.075667078457,7.93723659706628,2.41011,937.9425087,4.2132E-8,2.8192E-8,1.6717E-7,4.4972E-6,3.2057E-5,3.5779E-5,1.9026E-5,3.2147E-8,1.3197E-9,.00015968,3.081E-5,OMB,.43999
a0000154,2000154,"   154 Bertha",154,Bertha,,N,N,7.7,192.611,0.044,2.189,"JPL 40",2459000.5,59000,20200531.0000000,J2000,.07673548766061745,3.195094080263588,2.94991697789301,20.97364351255387,36.7260595654465,160.4968442993846,5.655278240560457,3.440271182634167,.1725752845022602,2458967.730080153880,20200428.2300802,2086.0461046801,5.71128296969227,1.95131,759.3913127,4.6977E-8,1.4029E-8,1.509E-7,5.1093E-6,1.2254E-5,3.326E-5,3.0909E-5,1.5105E-8,1.1366E-9,.00017909,1.3739E-5,MBA,.42975
a0000155,2000155,"   155 Scylla",155,Scylla,,N,N,11.2,39.605,0.027,0.198,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.2757807360782232,2.759568178657753,1.998532435089476,11.37060184087259,40.95338341450753,46.06285318574558,175.0298815797678,3.52060392222603,.215001941360621,2458186.414878386183,20180308.9148784,1674.403485483766,4.58426690070846,1.03225,401.7207325,3.3818E-8,8.4334E-9,9.4027E-8,5.1113E-6,1.7547E-5,1.9607E-5,8.6909E-6,1.0759E-8,9.8559E-10,3.8522E-5,7.6756E-6,MBA,.42023
a0000156,2000156,"   156 Xanthippe",156,Xanthippe,,N,N,8.7,143.346,0.030,0.903,"JPL 165",2459000.5,59000,20200531.0000000,J2000,.2268090688012261,2.728019126160814,2.109279648484345,9.780587816069046,241.8326463572659,338.3125492501752,209.2866567700388,3.346758603837282,.2187423923649387,2459689.499245187548,20220419.9992452,1645.771521961752,4.50587685684258,1.10408,429.6748136,3.3244E-8,8.5033E-9,9.1061E-8,3.8316E-6,2.2128E-5,2.3454E-5,9.2717E-6,1.0432E-8,1.0227E-9,4.3877E-5,7.6949E-6,MBA,.42881
a0000157,2000157,"   157 Dejanira",157,Dejanira,,N,N,11.1,19.959,0.173,2.476,36,2459000.5,59000,20200531.0000000,J2000,.1972997760016172,2.579741175427974,2.070758819373886,12.16186041052479,62.04384073259951,46.50334562327607,284.574672583407,3.088723531482062,.2378701084663237,2459317.586194238110,20210413.0861942,1513.431016284952,4.14354829920589,1.10694,430.7878398,4.2088E-8,9.7037E-9,1.086E-7,4.4405E-6,2.1952E-5,2.4258E-5,1.1769E-5,1.1618E-8,1.3421E-9,5.0264E-5,8.5392E-6,MBA,.44029
a0000158,2000158,"   158 Koronis",158,Koronis,,N,N,9.2,39.025,0.213,0.462,"JPL 31",2459000.5,59000,20200531.0000000,J2000,.05207515213893295,2.86779122201818,2.718450557828886,1.005670452731154,277.7032752460857,146.4082147004761,295.274119838089,3.017131886207473,.2029470660705614,2459319.429863905531,20210414.9298639,1773.861563856429,4.8565682788677,1.73168,673.9179056,3.7153E-8,1.0811E-8,1.0618E-7,4.1848E-6,.00024442,.0002482,4.3457E-5,1.1374E-8,1.1476E-9,.00021447,1.0031E-5,MBA,.47685
a0000159,2000159,"   159 Aemilia",159,Aemilia,,N,N,8.3,125.236,0.064,1.191,"JPL 98",2459000.5,59000,20200531.0000000,J2000,.1067231532408363,3.102132405101665,2.771063053058636,6.131077830388959,134.115802692126,333.1959155938113,106.6369070283983,3.433201757144693,.1803904650873579,2458409.355080135432,20181017.8550801,1995.670889953426,5.46384911691561,1.78948,696.4119316,3.2212E-8,1.1221E-8,1.0111E-7,3.2087E-6,3.4307E-5,3.7927E-5,1.6365E-5,1.2418E-8,9.7874E-10,9.061E-5,1.0828E-5,MBA,.44017
a0000160,2000160,"   160 Una",160,Una,,N,N,9.1,81.24,0.0625,2.1,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.06703782677568283,2.727277346142613,2.544446599842661,3.824128312002973,8.586246991514276,52.13552107491889,91.55738088614305,2.910108092442566,.2188316405863527,2458582.108122843580,20190408.6081228,1645.100311067408,4.50403918156717,1.55892,606.6848964,3.3558E-8,8.3196E-9,9.1679E-8,4.2598E-6,5.5087E-5,6.3988E-5,3.2009E-5,8.8774E-9,1.0013E-9,.0001464,7.5276E-6,MBA,.45626
a0000161,2000161,"   161 Athor",161,Athor,,N,N,9.1,40.992,0.230,0.694,"JPL 83",2459000.5,59000,20200531.0000000,J2000,.1375591133457073,2.379611764408581,2.052274479989523,9.057057534516812,18.56556598807876,294.6780930671628,5.09647873955439,2.70694904882764,.2685003850760174,2458981.518728378689,20200512.0187284,1340.780199991435,3.67085612591769,1.05861,411.9792537,3.2956E-8,7.0155E-9,8.1268E-8,4.3746E-6,2.1386E-5,2.838E-5,2.1221E-5,7.9805E-9,1.1874E-9,7.8996E-5,5.9293E-6,MBA,.47191
a0000162,2000162,"   162 Laurentia",162,Laurentia,,N,N,8.9,97.021,0.051,0.493,44,2459000.5,59000,20200531.0000000,J2000,.1815158157282541,3.014535823395141,2.467349894369528,6.091834033546091,35.45556325051951,115.9172007523053,203.634550510274,3.561721752420755,.1883100072571393,2459830.861868534195,20220908.3618685,1911.741204005246,5.23406216017863,1.48535,578.0536595,3.3673E-8,1.0088E-8,1.015E-7,4.018E-6,3.6777E-5,3.8553E-5,1.1904E-5,1.1919E-8,9.4524E-10,6.4578E-5,9.5962E-6,MBA,.41115
a0000163,2000163,"   163 Erigone",163,Erigone,,N,N,9.7,81.579,0.027,0.444,"JPL 122",2459000.5,59000,20200531.0000000,J2000,.1919485095235097,2.366236889696928,1.912041245540057,4.815900632870164,160.0471381567817,298.7456077232328,298.4248450023358,2.820432533853798,.2707800990637491,2459227.899115409762,20210113.3991154,1329.492090610566,3.63995096676404,.93433,363.6132061,2.9423E-8,4.4487E-9,6.9087E-8,3.5089E-6,3.1941E-5,3.2985E-5,9.221E-6,5.3026E-9,7.6363E-10,3.4191E-5,3.7493E-6,MBA,.43065
a0000164,2000164,"   164 Eva",164,Eva,,N,N,8.8,100.254,0.049,0.937,"JPL 76",2459000.5,59000,20200531.0000000,J2000,.3467923700038698,2.631445926563734,1.718880557153667,24.47377851215774,76.81450159307811,284.0296540877403,182.5899797006396,3.5440112959738,.2308938677038591,2459768.861767523873,20220708.3617675,1559.15790912962,4.26874170877377,.879404,342.23765468,3.4746E-8,1.0145E-8,9.2046E-8,4.1063E-6,1.0205E-5,1.1941E-5,1.0119E-5,1.3663E-8,1.3352E-9,4.6576E-5,9.0161E-6,MBA,.38983
a0000165,2000165,"   165 Loreley",165,Loreley,,N,N,7.8,180.083,0.047,2.064,"JPL 45",2459000.5,59000,20200531.0000000,J2000,.08544985585882481,3.127255274766295,2.860031762303765,11.23775056351636,302.4484006491567,345.6759395081567,17.22122707176782,3.394478787228824,.1782210809029408,2458903.871548503028,20200224.3715485,2019.963060352304,5.53035745476332,1.84526,718.1198342,3.9125E-8,1.3416E-8,1.2593E-7,4.4082E-6,1.7991E-5,2.8498E-5,2.3548E-5,1.4563E-8,1.1469E-9,.00013178,1.2999E-5,MBA,.40809
a0000166,2000166,"   166 Rhodope",166,Rhodope,,N,N,9.9,52.393,0.046,0.196,"JPL 34",2459000.5,59000,20200531.0000000,J2000,.2118879432880497,2.684202123123179,2.115452055885192,12.02987215146807,128.9157313609438,264.3227866813507,188.8844358106977,3.252952190361166,.224120328619969,2459763.998631484944,20220703.4986315,1606.2799935049,4.39775494457194,1.1611,451.865287,3.6375E-8,8.6715E-9,9.8548E-8,3.8048E-6,1.996E-5,2.1759E-5,1.0479E-5,1.0509E-8,1.0861E-9,4.8441E-5,7.7838E-6,MBA,.4245
a0000167,2000167,"   167 Urda",167,Urda,,N,N,9.2,39.935,0.223,0.264,"JPL 34",2459000.5,59000,20200531.0000000,J2000,.03780602689586144,2.854407884172793,2.746494062931997,2.212391681231092,166.1890721021622,131.9739582979636,324.993795023192,2.962321705413589,.2043760614186744,2459171.783293815395,20201118.2832938,1761.458741797173,4.82261120273011,1.73135,673.7894795,3.7345E-8,9.7842E-9,1.0774E-7,4.0147E-6,.00010398,.00011645,5.3445E-5,1.0154E-8,1.0508E-9,.00026169,9.0568E-6,MBA,.46251
a0000168,2000168,"   168 Sibylla",168,Sibylla,,N,N,8.1,145.366,0.056,3.219,"JPL 43",2459000.5,59000,20200531.0000000,J2000,.07406997950154888,3.373861224491159,3.123959392752028,4.669318206959058,205.9600207880787,175.3661175052101,32.68465969104802,3.62376305623029,.1590425210983479,2458794.991061476342,20191107.4910615,2263.545607261753,6.197250122551,2.1267,827.647839,4.0773E-8,1.4641E-8,1.4302E-7,4.4475E-6,4.8863E-5,5.5797E-5,2.6414E-5,1.5726E-8,1.0353E-9,.00016604,1.4734E-5,OMB,.44459
a0000169,2000169,"   169 Zelia",169,Zelia,,N,N,9.5,37.517,0.188,0.706,"JPL 32",2459000.5,59000,20200531.0000000,J2000,.1311470750966643,2.357738302325014,2.048527820131714,5.500080463256645,354.7495797619219,334.9978206505991,270.6120323525266,2.666948784518315,.2722454785074691,2459328.835912638567,20210424.3359126,1322.336010770968,3.62035868794242,1.03936,404.4877312,3.7386E-8,5.7494E-9,8.8659E-8,4.3485E-6,3.7923E-5,4.0783E-5,1.6408E-5,6.5035E-9,9.9582E-10,6.0686E-5,4.8369E-6,MBA,.44657
a0000170,2000170,"   170 Maria",170,Maria,,N,N,9.4,33.136,0.282,0.831,"JPL 41",2459000.5,59000,20200531.0000000,J2000,.06349546568160834,2.553287574944062,2.391165391353924,14.37880488596324,301.2966479652009,158.268179856667,67.20213581250853,2.715409758534199,.2415763839100429,2458722.318272445319,20190826.8182724,1490.211891465579,4.07997780004265,1.41217,549.5741989,3.4116E-8,7.1526E-9,8.6865E-8,4.3193E-6,1.7586E-5,4.7271E-5,4.2163E-5,7.6067E-9,1.0151E-9,.0001748,6.2618E-6,MBA,.41393
a0000171,2000171,"   171 Ophelia",171,Ophelia,,N,N,8.6,130.808,0.076,1.483,"JPL 111",2459000.5,59000,20200531.0000000,J2000,.1320474813997252,3.130117395365083,2.716793276821656,2.546746702399211,100.4765928246627,55.98180926315605,261.2654696417181,3.54344151390851,.1779766937728269,2459555.261009800017,20211206.7610098,2022.736754844494,5.53795141641203,1.72752,672.2989584,3.4398E-8,1.0337E-8,1.0755E-7,3.4089E-6,8.9148E-5,9.0102E-5,1.4024E-5,1.1702E-8,8.8161E-10,7.9517E-5,1.002E-5,MBA,.43737
a0000172,2000172,"   172 Baucis",172,Baucis,,N,N,8.7,62.43,0.1382,1.2,"JPL 74",2459000.5,59000,20200531.0000000,J2000,.1143240245237037,2.379692414926073,2.107636400923193,10.02031833331583,331.9167710549303,359.7120368678984,190.777710155087,2.651748428928952,.2684867355106005,2459630.781751249613,20220220.2817512,1340.848363757569,3.67104274813845,1.09701,426.9233817,4.1838E-8,5.4145E-9,9.9266E-8,4.6579E-6,2.2849E-5,2.9052E-5,1.8702E-5,6.0336E-9,9.1634E-10,7.0113E-5,4.5763E-6,MBA,.45412
a0000173,2000173,"   173 Ino",173,Ino,,N,N,8.0,125.821,0.096,1.489,"JPL 94",2459000.5,59000,20200531.0000000,J2000,.2089223924451776,2.742915108532757,2.169858721784069,14.19806469835666,148.1681913654199,228.8328059047299,120.8690795692832,3.315971495281445,.2169629233448329,2458443.404447884958,20181120.9044479,1659.269678201327,4.54283279452793,1.19626,465.5485042,2.8521E-8,7.3287E-9,7.6437E-8,4.0647E-6,1.094E-5,1.5076E-5,1.1293E-5,8.8598E-9,8.6954E-10,5.1171E-5,6.65E-6,MBA,.46749
a0000174,2000174,"   174 Phaedra",174,Phaedra,,N,N,8.3,64.849,0.169,0.392,"JPL 51",2459000.5,59000,20200531.0000000,J2000,.1411614255845109,2.861916562220357,2.457924340393409,12.12324734321833,327.657034374718,289.5067493944895,255.2908071526183,3.265908784047305,.2035722711904882,2459514.858818296046,20211027.3588183,1768.413732846445,4.84165293044886,1.47496,574.0101832,3.8019E-8,1.0438E-8,1.0881E-7,4.4142E-6,1.9744E-5,2.5506E-5,1.8181E-5,1.1911E-8,1.1137E-9,9.0238E-5,9.6742E-6,MBA,.45167
a0000175,2000175,"   175 Andromache",175,Andromache,,N,N,8.4,94.532,0.094,1.084,"JPL 46",2459000.5,59000,20200531.0000000,J2000,.233241986423636,3.183538033483084,2.441003298698293,3.218514372431686,21.33500212904784,320.146024645055,278.9672838773844,3.926072768267875,.1735157931747504,2459467.504845149780,20210910.0048451,2074.739096731319,5.68032606907959,1.434,558.06978,3.5465E-8,9.5377E-9,1.1577E-7,4.2491E-6,7.6309E-5,7.6798E-5,1.1372E-5,1.1762E-8,7.7977E-10,6.6718E-5,9.3237E-6,MBA,.43319
a0000176,2000176,"   176 Iduna",176,Iduna,,N,N,8.2,106.976,0.106,1.080,"JPL 47",2459000.5,59000,20200531.0000000,J2000,.1709289289682318,3.18223101667466,2.638295677264972,22.6697683992267,200.4915036004874,188.5553142489944,47.82971031709283,3.726166356084347,.1736227046507947,2458725.019264843315,20190829.5192648,2073.461536750414,5.67682830048026,1.64416,639.8577472,3.1636E-8,9.9417E-9,1.0125E-7,3.4611E-6,9.9382E-6,1.4779E-5,1.0792E-5,1.1641E-8,8.1363E-10,6.1923E-5,9.7167E-6,MBA,.43401
a0000177,2000177,"   177 Irma",177,Irma,,N,N,9.6,69.049,0.061,0.649,"JPL 85",2459000.5,59000,20200531.0000000,J2000,.233641160518628,2.770853528140114,2.123468094198323,1.382254494507769,346.9778577385824,39.35551068448378,340.3507654419379,3.418238962081905,.2136897645725914,2459092.452155955449,20200830.9521560,1684.685275965599,4.61241690887228,1.12803,438.9954351,3.535E-8,9.6848E-9,9.7594E-8,4.303E-6,.0001615,.00016174,1.0497E-5,1.1948E-8,1.1203E-9,4.9389E-5,8.8326E-6,MBA,.47931
a0000178,2000178,"   178 Belisana",178,Belisana,,N,N,9.4,35.81,0.2438,0.9,"JPL 40",2459000.5,59000,20200531.0000000,J2000,.04288955199175561,2.459928702562057,2.354423462577509,1.893683273289696,51.09283380368849,211.3572187536951,118.5166731439549,2.565433942546604,.255458462528366,2458536.562841798420,20190222.0628418,1409.231060255151,3.85826436757057,1.33905,521.1180885,3.595E-8,6.9636E-9,8.801E-8,4.0633E-6,.00012671,.00013673,5.1659E-5,7.2622E-9,1.0847E-9,.00020218,5.9839E-6,MBA,.46459
a0000179,2000179,"   179 Klytaemnestra",179,Klytaemnestra,,N,N,8.1,69.946,0.198,0.518,"JPL 31",2459000.5,59000,20200531.0000000,J2000,.110185139456284,2.972150328183718,2.644663529787755,7.818348549431696,251.8652305865158,103.7170799593883,348.0182884126306,3.299637126579682,.1923525358814442,2459062.790374974595,20200801.2903750,1871.563576483779,5.12406181104388,1.65449,643.8778733,4.068E-8,1.3211E-8,1.2188E-7,4.8448E-6,3.3857E-5,4.0753E-5,2.3984E-5,1.4667E-8,1.2825E-9,.00012483,1.2478E-5,MBA,.497
a0000180,2000180,"   180 Garumna",180,Garumna,,N,N,10.2,23.440,0.242,0.414,"JPL 31",2459000.5,59000,20200531.0000000,J2000,.1673893277127654,2.720860833199281,2.265417767530059,.8677906702039913,311.8667481792222,176.1796076536649,248.9736230020978,3.176303898868504,.2196061915355402,2459506.070340351420,20211018.5703404,1639.298042932178,4.48815343718598,1.28049,498.3282933,3.7405E-8,9.3445E-9,1.0118E-7,4.368E-6,.00026241,.0002627,1.4005E-5,1.0909E-8,1.1313E-9,6.5045E-5,8.445E-6,MBA,.46683
a0000181,2000181,"   181 Eucharis",181,Eucharis,,N,N,7.9,115.383,0.101,1.464,"JPL 69",2459000.5,59000,20200531.0000000,J2000,.2067907168844894,3.124488678364537,2.478373424668064,18.8934629291013,143.0198638026373,318.9291753852162,281.9223372096291,3.770603932061011,.1784578436101195,2459438.013203179507,20210811.5132032,2017.283144956628,5.52302024628782,1.52406,593.1184302,3.5515E-8,1.1555E-8,1.105E-7,4.4891E-6,1.124E-5,1.4718E-5,1.1054E-5,1.3945E-8,9.8998E-10,6.3211E-5,1.1191E-5,MBA,.41353
a0000182,2000182,"   182 Elsa",182,Elsa,,N,N,9.1,39.520,0.196,0.387,"JPL 103",2459000.5,59000,20200531.0000000,J2000,.1864822192132134,2.416075104329307,1.965520057088182,2.005421637608766,107.1839277073042,310.8437332011688,27.09470482571808,2.866630151570432,.2624450756878529,2458897.260475483472,20200217.7604755,1371.715582989932,3.75555258861035,.978468,380.79039156,3.4307E-8,5.7981E-9,8.3149E-8,3.9798E-6,.00012604,.0001266,1.2403E-5,6.8793E-9,9.4472E-10,4.7183E-5,4.9378E-6,MBA,.51539
a0000183,2000183,"   183 Istria",183,Istria,,N,N,9.6,32.927,0.227,0.168,"JPL 41",2459000.5,59000,20200531.0000000,J2000,.3497691537619807,2.792681089366713,1.815887388011831,26.38815454149975,141.9040497591751,264.0825551999538,230.842432481917,3.769474790721595,.2111893714286969,2459612.072290046282,20220201.5722900,1704.631239558121,4.66702598099417,1.0128,394.151376,3.5564E-8,9.6762E-9,9.8625E-8,4.0878E-6,9.5195E-6,1.1044E-5,8.9145E-6,1.3061E-8,1.0976E-9,4.451E-5,8.8595E-6,MBA,.38902
a0000184,2000184,"   184 Dejopeja",184,Dejopeja,,N,N,8.4,62.483,0.215,0.320,"JPL 84",2459000.5,59000,20200531.0000000,J2000,.06593039561958168,3.186591878448815,2.976498615224538,1.143320113462809,331.5618410353891,210.3940146228641,.9149808919886288,3.39668514167309,.1732664217252495,2458995.219225555200,20200525.7192256,2077.725138058522,5.68850140467768,1.979,770.16743,3.8808E-8,1.3488E-8,1.236E-7,4.3122E-6,.00019971,.00020206,3.0842E-5,1.4377E-8,1.1E-9,.000178,1.3191E-5,MBA,.44649
